"","intercept","agencia","producto","cliente","prodAgenCliente","prodCliente","prodAgencia","clienteAgen"
"1",-0.868985553771115,0.156677865439744,0.202397034076321,0.105126793737973,0.637884676480042,0.164092046031764,-0.01382056583976,0.0789896542043886
"2",-0.636223431916904,0.0470235944183242,0.23063539764281,-0.384050729610764,0.617344000380813,0.109771666095436,0.128547014320633,0.552885648463617
"3",-1.26529806036473,0.158940596294194,0.242022257292448,0.0645371082000548,0.686459652137504,0.122372396017694,0.0210699319998104,0.106592827535214
"4",-1.23369181171032,0.189952591297004,0.327438868114,-0.0346257277536705,0.511802634055859,0.280960160774049,0.0110509338324158,0.133176333429977
"5",-0.889013937759039,0.0912115105157071,0.188477005313008,0.296156972945936,0.614600776418469,0.192232922390993,0.0437451355052301,-0.110493849801754
"6",-0.341007033545132,-0.0308072480617537,0.0381289514511383,-0.0688877784179961,0.428185630631688,0.376490417362114,0.231751890910194,0.19980233572051
"7",-0.747803516448092,-0.0172314818681271,0.105734363254818,0.213618006723079,0.531519562238146,0.240558347871252,0.140405457036014,0.0702876064787925
"8",-0.497459880378389,-0.0808409154675642,0.0606389948489906,-0.128164198220386,0.339831778731406,0.38626666629832,0.326880437010478,0.326084714317156
"9",-0.657999328324888,0.0765847019921759,0.103782883083674,-0.122366570972412,0.635815108301582,0.151212126685935,0.120895256594659,0.310602772597276
"10",-0.656041400782654,0.020433503597748,0.162073428827239,-0.27766129608008,0.522504946018823,0.262747917974691,0.128107040603155,0.447991757548762
"11",-1.20566605073379,0.210133633939974,0.343419126323845,-0.445495043752453,0.704926091615049,0.0660006924232597,-0.0497336340354411,0.602980965468856
"12",-0.94824815147409,0.153513447776157,0.244316741718188,-0.00350028701079715,0.496467662344769,0.225294657384116,0.150845299875166,0.111237071699507
"13",-0.698786843635753,0.0520632157200024,0.207850787617925,-0.319774937241337,0.60270087208759,0.152172745583073,0.166801275573316,0.433186177232792
"14",-0.573853662381581,0.00762593272070891,0.128085482001739,-0.269312333101727,0.691784717091115,0.0845362970673774,0.0976160192091135,0.512687497233738
"15",-0.769159066190393,0.26506031602065,0.232012700002529,-0.185734556328932,0.744104383542709,0.0647608218607962,-0.0644150431965447,0.276575309442844
"16",-1.2598964893697,0.29878013405961,0.286557796026608,0.0691895060031064,0.600944626127385,0.227177714926244,-0.122114527045347,0.0695547213707275
"17",-0.726537160099115,0.076604210467894,0.078706007244427,0.379489338704989,0.67040736882656,0.165810068283266,0.0147406140139697,-0.119200368783439
"18",-0.498693866912871,0.0396825046599561,0.0959666004048448,0.0961940144990287,0.66444547721957,0.131932231120826,0.0913748440786145,0.116753539477501
"19",-0.915372604877663,-0.183509981058413,0.265876289263024,0.398124204689722,0.360196599883167,0.167365655191912,0.343399472647326,0.0660235300755739
"20",-1.10307238062017,0.162492680489808,0.171391258526015,0.851098750155807,0.758741512941907,0.00395351258633332,-0.0320618242034988,-0.517109147821963
"21",-0.714433297905332,0.129762410190238,0.22753211403306,0.240816585503994,0.609590926079036,0.078708472533652,0.0905591047112306,-0.0266318209733907
"22",-0.871941806972201,0.43220971675199,0.181849838377393,-0.0602715285616838,0.550823686269787,0.294478575984218,-0.0290227007495345,-0.0126207241194919
"23",-0.717755767458906,-0.0270900798317867,0.134048616748766,-0.152596578563064,0.505765285600744,0.250210510469561,0.145542935053177,0.431968785647626
"24",-0.610219214859766,-0.0140495906295036,0.0964870679031498,-0.019684435266967,0.516828973839117,0.267326995716885,0.13538041263401,0.263695021762741
"25",-0.392545351656306,-0.113649906461517,0.392738399741247,0.0834924081487249,0.804269164945,-0.0334003887266466,-0.0429242983391291,0.149722283542609
"26",-0.876214731620919,-0.0716089748966805,0.290765603180521,0.180268999860313,0.664286019826792,0.059524129913187,0.132082994114385,0.0842539052002124
"27",-0.682495201057354,0.0539582741148596,0.162806792306541,-0.117113865840532,0.630193314307739,0.184772110322457,0.088951883440943,0.255998025703993
"28",-0.498582488216678,0.121327283689738,0.0829499969977917,0.217128887196805,0.638511953388218,0.163596188101608,0.0703419911815006,-0.0493000909223281
"29",-1.04788628670082,0.328869524189793,0.231785265597077,0.0106005309435021,0.643938568534283,0.213535587708748,-0.027539553838612,-0.0255290405747223
"30",-0.739110026812264,0.0839728202239309,0.150727933152734,-0.21092045766221,0.603832507260938,0.169981464654902,0.145683244361371,0.357372748841804
"31",-0.657626308336772,-0.293745373687589,0.110301115475399,0.00789262561167284,0.666194557285153,0.107181094877048,0.211015615944295,0.406870145010906
"32",-0.899541864324964,0.106190857962065,0.204137970372154,0.181109171306844,0.587652510178315,0.235750920516229,0.0572669010634183,-0.0550110103855482
"33",-1.00908572957128,0.134011098306842,0.236955883786278,0.023872214473733,0.614547200818601,0.179843355315818,0.0157967237829069,0.15750370765887
"34",-0.411215210981028,-0.299348611859031,0.213423529735697,0.000887807875700617,0.466854934487533,0.261265005941487,0.280267837741451,0.274228136360721
"35",-0.651621693393759,-0.0360759299643849,0.166794205059804,-0.242277250616473,0.621043988277978,0.137014233354352,0.195983869453766,0.424981580512167
"36",-0.574885224087479,-0.099451919895393,0.144923413516747,-0.0813536642107744,0.632174305327944,0.142923772597617,0.147168826599885,0.345209824303286
"37",-0.701043820313052,0.0234046399303166,0.321169861141186,-0.142214666975469,0.603076284714015,0.0493090355807912,0.151309252244599,0.347153711973957
"38",-0.691749368959731,0.397679255314066,0.165876398665678,-0.322783759721058,0.71564121288349,0.0974674137443557,0.0734917813467855,0.197857863637469
"39",-0.751287283920819,0.0943093603967065,0.171654537550534,-0.162505324307059,0.596336469732234,0.176105701526041,0.140813038596715,0.286385635000076
